canonical_region_id,geometry_feature_id,legacy_region_id,geometry_source_id,geometry_source_name,geometry_snapshot_name,official_current_name_verified,region_type,current_province_id_verified,geometry_snapshot_province,kemendagri_code_verified,bps_code_verified,aliases,valid_from,valid_to,status,match_status,ambiguity_reason,geometry_boundary_version,metadata_source_version,source_access_date,notes
idn-adm2-gb-22746128b43122306499336,gb-22746128B43122306499336,gb-22746128B43122306499336,22746128B43122306499336,Pemalang,Kabupaten Pemalang,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b96540112180119,gb-22746128B96540112180119,gb-22746128B96540112180119,22746128B96540112180119,Penajam Paser Utara,Kabupaten Penajam Paser Utara,,Kabupaten,,Kalimantan Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b2393542990028,gb-22746128B2393542990028,gb-22746128B2393542990028,22746128B2393542990028,Penukal Abab Lematang Ilir,Kabupaten Penukal Abab Lematang Ilir,,Kabupaten,,Sumatera Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b94381737455512,gb-22746128B94381737455512,gb-22746128B94381737455512,22746128B94381737455512,Pesawaran,Kabupaten Pesawaran,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b87029922352837,gb-22746128B87029922352837,gb-22746128B87029922352837,22746128B87029922352837,Pesisir Barat,Kabupaten Pesisir Barat,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b35993392452682,gb-22746128B35993392452682,gb-22746128B35993392452682,22746128B35993392452682,Pesisir Selatan,Kabupaten Pesisir Selatan,,Kabupaten,,Sumatera Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b35853530005037,gb-22746128B35853530005037,gb-22746128B35853530005037,22746128B35853530005037,Pidie,Kabupaten Pidie,,Kabupaten,,Aceh,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b77747107542596,gb-22746128B77747107542596,gb-22746128B77747107542596,22746128B77747107542596,Pidie Jaya,Kabupaten Pidie Jaya,,Kabupaten,,Aceh,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b71783882222616,gb-22746128B71783882222616,gb-22746128B71783882222616,22746128B71783882222616,Pinrang,Kabupaten Pinrang,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b36723886609479,gb-22746128B36723886609479,gb-22746128B36723886609479,22746128B36723886609479,Pohuwato,Kabupaten Pohuwato,,Kabupaten,,Gorontalo,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b50766380968306,gb-22746128B50766380968306,gb-22746128B50766380968306,22746128B50766380968306,Polewali Mandar,Kabupaten Polewali Mandar,,Kabupaten,,Sulawesi Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b39928875112308,gb-22746128B39928875112308,gb-22746128B39928875112308,22746128B39928875112308,Ponorogo,Kabupaten Ponorogo,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b71918225941207,gb-22746128B71918225941207,gb-22746128B71918225941207,22746128B71918225941207,Poso,Kabupaten Poso,,Kabupaten,,Sulawesi Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b80903663444835,gb-22746128B80903663444835,gb-22746128B80903663444835,22746128B80903663444835,Pringsewu,Kabupaten Pringsewu,,Kabupaten,,Lampung,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b57336658570108,gb-22746128B57336658570108,gb-22746128B57336658570108,22746128B57336658570108,Probolinggo,Probolinggo,,unresolved,,,,,Kota Probolinggo | Jawa Timur | 35.74; Probolinggo | Jawa Timur | 35.13,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b75083695068268,gb-22746128B75083695068268,gb-22746128B75083695068268,22746128B75083695068268,Pulang Pisau,Kabupaten Pulang Pisau,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b67952855762127,gb-22746128B67952855762127,gb-22746128B67952855762127,22746128B67952855762127,Pulau Morotai,Kabupaten Pulau Morotai,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b98781354669228,gb-22746128B98781354669228,gb-22746128B98781354669228,22746128B98781354669228,Pulau Taliabu,Kabupaten Pulau Taliabu,,Kabupaten,,Maluku Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b1222572676249,gb-22746128B1222572676249,gb-22746128B1222572676249,22746128B1222572676249,Puncak,Kabupaten Puncak,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b50358350022934,gb-22746128B50358350022934,gb-22746128B50358350022934,22746128B50358350022934,Puncak Jaya,Kabupaten Puncak Jaya,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b86887436396051,gb-22746128B86887436396051,gb-22746128B86887436396051,22746128B86887436396051,Purbalingga,Kabupaten Purbalingga,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b43709097539954,gb-22746128B43709097539954,gb-22746128B43709097539954,22746128B43709097539954,Purwakarta,Kabupaten Purwakarta,,Kabupaten,,Jawa Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b47019757463267,gb-22746128B47019757463267,gb-22746128B47019757463267,22746128B47019757463267,Purworejo,Kabupaten Purworejo,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b90221566890304,gb-22746128B90221566890304,gb-22746128B90221566890304,22746128B90221566890304,Raja Ampat,Kabupaten Raja Ampat,,Kabupaten,,Papua Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b47928451075254,gb-22746128B47928451075254,gb-22746128B47928451075254,22746128B47928451075254,Rejang Lebong,Kabupaten Rejang Lebong,,Kabupaten,,Bengkulu,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b94981829239468,gb-22746128B94981829239468,gb-22746128B94981829239468,22746128B94981829239468,Rembang,Kabupaten Rembang,,Kabupaten,,Jawa Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b71759944188311,gb-22746128B71759944188311,gb-22746128B71759944188311,22746128B71759944188311,Rokan Hilir,Kabupaten Rokan Hilir,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b35208725321264,gb-22746128B35208725321264,gb-22746128B35208725321264,22746128B35208725321264,Rokan Hulu,Kabupaten Rokan Hulu,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b61006797400672,gb-22746128B61006797400672,gb-22746128B61006797400672,22746128B61006797400672,Rote Ndao,Kabupaten Rote Ndao,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b67076907647447,gb-22746128B67076907647447,gb-22746128B67076907647447,22746128B67076907647447,Sabu Raijua,Kabupaten Sabu Raijua,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b87993072617697,gb-22746128B87993072617697,gb-22746128B87993072617697,22746128B87993072617697,Sambas,Kabupaten Sambas,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b81816662901100,gb-22746128B81816662901100,gb-22746128B81816662901100,22746128B81816662901100,Samosir,Kabupaten Samosir,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b2542813239591,gb-22746128B2542813239591,gb-22746128B2542813239591,22746128B2542813239591,Sampang,Kabupaten Sampang,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b74989070523542,gb-22746128B74989070523542,gb-22746128B74989070523542,22746128B74989070523542,Sanggau,Kabupaten Sanggau,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b27261093121909,gb-22746128B27261093121909,gb-22746128B27261093121909,22746128B27261093121909,Sarmi,Kabupaten Sarmi,,Kabupaten,,Papua,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b44731308508060,gb-22746128B44731308508060,gb-22746128B44731308508060,22746128B44731308508060,Sarolangun,Kabupaten Sarolangun,,Kabupaten,,Jambi,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b16160803458764,gb-22746128B16160803458764,gb-22746128B16160803458764,22746128B16160803458764,Sekadau,Kabupaten Sekadau,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b87861638449066,gb-22746128B87861638449066,gb-22746128B87861638449066,22746128B87861638449066,Seluma,Kabupaten Seluma,,Kabupaten,,Bengkulu,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b46914217687538,gb-22746128B46914217687538,gb-22746128B46914217687538,22746128B46914217687538,Semarang,Semarang,,unresolved,,,,,Kota Semarang | Jawa Tengah | 33.74; Semarang | Jawa Tengah | 33.22,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b92585048181027,gb-22746128B92585048181027,gb-22746128B92585048181027,22746128B92585048181027,Seram Bagian Barat,Kabupaten Seram Bagian Barat,,Kabupaten,,Maluku,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b38603798591380,gb-22746128B38603798591380,gb-22746128B38603798591380,22746128B38603798591380,Seram Bagian Timur,Kabupaten Seram Bagian Timur,,Kabupaten,,Maluku,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b3242616561013,gb-22746128B3242616561013,gb-22746128B3242616561013,22746128B3242616561013,Serang,Serang,,unresolved,,,,,Kota Serang | Banten | 36.73; Serang | Banten | 36.04,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b52277249956552,gb-22746128B52277249956552,gb-22746128B52277249956552,22746128B52277249956552,Serdang Bedagai,Kabupaten Serdang Bedagai,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b10156150641021,gb-22746128B10156150641021,gb-22746128B10156150641021,22746128B10156150641021,Seruyan,Kabupaten Seruyan,,Kabupaten,,Kalimantan Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b48036345674071,gb-22746128B48036345674071,gb-22746128B48036345674071,22746128B48036345674071,Siak,Kabupaten Siak,,Kabupaten,,Riau,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b24839603722983,gb-22746128B24839603722983,gb-22746128B24839603722983,22746128B24839603722983,Siau Tagulandang Biaro,Kabupaten Siau Tagulandang Biaro,,Kabupaten,,Sulawesi Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b89870320898123,gb-22746128B89870320898123,gb-22746128B89870320898123,22746128B89870320898123,Sidenreng Rappang,Kabupaten Sidenreng Rappang,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b7257810863239,gb-22746128B7257810863239,gb-22746128B7257810863239,22746128B7257810863239,Sidoarjo,Kabupaten Sidoarjo,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b27078250924142,gb-22746128B27078250924142,gb-22746128B27078250924142,22746128B27078250924142,Sigi,Kabupaten Sigi,,Kabupaten,,Sulawesi Tengah,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b5140836931072,gb-22746128B5140836931072,gb-22746128B5140836931072,22746128B5140836931072,Sijunjung,Kabupaten Sijunjung,,Kabupaten,,Sumatera Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b25889265457696,gb-22746128B25889265457696,gb-22746128B25889265457696,22746128B25889265457696,Sikka,Kabupaten Sikka,,Kabupaten,,Nusa Tenggara Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b18371020983209,gb-22746128B18371020983209,gb-22746128B18371020983209,22746128B18371020983209,Simalungun,Kabupaten Simalungun,,Kabupaten,,Sumatera Utara,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b32199422560180,gb-22746128B32199422560180,gb-22746128B32199422560180,22746128B32199422560180,Simeulue,Kabupaten Simeulue,,Kabupaten,,Aceh,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b62270956264702,gb-22746128B62270956264702,gb-22746128B62270956264702,22746128B62270956264702,Sinjai,Kabupaten Sinjai,,Kabupaten,,Sulawesi Selatan,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b74245273608062,gb-22746128B74245273608062,gb-22746128B74245273608062,22746128B74245273608062,Sintang,Kabupaten Sintang,,Kabupaten,,Kalimantan Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b65817775308435,gb-22746128B65817775308435,gb-22746128B65817775308435,22746128B65817775308435,Situbondo,Kabupaten Situbondo,,Kabupaten,,Jawa Timur,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b68764842139539,gb-22746128B68764842139539,gb-22746128B68764842139539,22746128B68764842139539,Sleman,Kabupaten Sleman,,Kabupaten,,Daerah Istimewa Yogyakarta,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
idn-adm2-gb-22746128b59065860162276,gb-22746128B59065860162276,gb-22746128B59065860162276,22746128B59065860162276,Solok,Solok,,unresolved,,,,,Kota Solok | Sumatera Barat | 13.72; Solok | Sumatera Barat | 13.03,,,ambiguous_metadata_unresolved,ambiguous_name,Geometry source stores name without province/type; multiple HDX ADM2 rows match. Not auto-assigned.,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-candidates-unresolved,2026-07-12,Do not assign official code/name/province without row-level evidence.
idn-adm2-gb-22746128b25846553351835,gb-22746128B25846553351835,gb-22746128B25846553351835,22746128B25846553351835,Solok Selatan,Kabupaten Solok Selatan,,Kabupaten,,Sumatera Barat,,,,2020-01-01,,geometry_snapshot_metadata_only,matched_unique_name,,IDN-ADM2-2020-geoboundaries-22746128,HDX-COD-AB-2020-geometry-metadata,2026-07-12,Metadata values are retained as 2020 geometry-snapshot metadata only; current official name/province/code fields stay blank until row-level evidence is committed.
